distance_car_petrol,car_petrol_emissions,distance_car_diesel,car_diesel_emissions,distance_motorbike,motorbike_emissions,distance_bus,bus_emissions,distance_train,train_emissions,distance_bike,bike_emissions
88,20.33,230,41.4,161,18.19,204,21.01,227,8.40,27,0
138,31.88,17,3.06,137,15.48,159,16.38,75,2.78,38,0
293,67.68,169,30.42,277,31.30,3,0.31,279,10.32,23,0
243,56.13,83,14.94,160,18.08,108,11.12,211,7.81,9,0
206,47.59,292,52.56,70,7.91,146,15.04,139,5.14,42,0
226,52.21,295,53.1,161,18.19,8,0.82,45,1.67,26,0
118,27.26,236,42.48,249,28.14,285,29.36,61,2.26,41,0
106,24.49,35,6.3,173,19.55,222,22.87,91,3.37,26,0
224,51.74,58,10.44,91,10.28,255,26.27,261,9.66,16,0
64,14.78,115,20.7,246,27.80,211,21.73,203,7.51,21,0
58,13.40,54,9.72,242,27.35,87,8.96,265,9.81,36,0
245,56.60,136,24.48,48,5.42,283,29.15,65,2.41,39,0
144,33.26,133,23.94,190,21.47,214,22.04,265,9.81,39,0
155,35.81,90,16.2,207,23.39,265,27.30,237,8.77,16,0
251,57.98,8,1.44,240,27.12,166,17.10,195,7.22,33,0
74,17.09,141,25.38,101,11.41,65,6.70,181,6.70,34,0
133,30.72,115,20.7,222,25.09,233,24.00,171,6.33,48,0
132,30.49,15,2.7,121,13.67,73,7.52,55,2.04,28,0
119,27.49,299,53.82,271,30.62,270,27.81,193,7.14,23,0
119,27.49,176,31.68,216,24.41,288,29.66,143,5.29,34,0
156,36.04,256,46.08,134,15.14,199,20.50,107,3.96,29,0
47,10.86,57,10.26,183,20.68,153,15.76,267,9.88,39,0
184,42.50,15,2.7,180,20.34,29,2.99,71,2.63,18,0
179,41.35,91,16.38,274,30.96,75,7.73,271,10.03,32,0
55,12.71,273,49.14,45,5.09,165,17.00,167,6.18,2,0
35,8.09,183,32.94,200,22.60,5,0.52,219,8.10,11,0
104,24.02,118,21.24,65,7.35,74,7.62,129,4.77,35,0
280,64.68,66,11.88,252,28.48,140,14.42,247,9.14,48,0
53,12.24,232,41.76,186,21.02,272,28.02,291,10.77,3,0
203,46.89,36,6.48,91,10.28,220,22.66,189,6.99,22,0
111,25.64,144,25.92,209,23.62,204,21.01,203,7.51,25,0
159,36.73,41,7.38,285,32.21,57,5.87,61,2.26,8,0
125,28.88,114,20.52,91,10.28,51,5.25,289,10.69,28,0
102,23.56,213,38.34,101,11.41,5,0.52,143,5.29,38,0
242,55.90,8,1.44,281,31.75,192,19.78,89,3.29,32,0
59,13.63,251,45.18,223,25.20,207,21.32,279,10.32,41,0
98,22.64,61,10.98,271,30.62,228,23.48,299,11.06,5,0
9,2.08,108,19.44,115,13.00,256,26.37,281,10.40,47,0
24,5.54,168,30.24,205,23.17,154,15.86,183,6.77,34,0
91,21.02,144,25.92,133,15.03,123,12.67,279,10.32,49,0
137,31.65,45,8.1,202,22.83,231,23.79,251,9.29,13,0
258,59.60,155,27.9,41,4.63,128,13.18,213,7.88,39,0
124,28.64,209,37.62,265,29.95,100,10.30,45,1.67,45,0
205,47.36,126,22.68,168,18.98,22,2.27,65,2.41,3,0
135,31.19,46,8.28,162,18.31,300,30.90,93,3.44,11,0
218,50.36,75,13.5,87,9.83,183,18.85,201,7.44,25,0
91,21.02,212,38.16,22,2.49,114,11.74,297,10.99,45,0
89,20.56,284,51.12,193,21.81,186,19.16,207,7.66,20,0
296,68.38,281,50.58,218,24.63,256,26.37,153,5.66,5,0
120,27.72,214,38.52,19,2.15,102,10.51,199,7.36,14,0
100,23.10,154,27.72,292,33.00,99,10.20,97,3.59,13,0
135,31.19,230,41.4,239,27.01,211,21.73,53,1.96,11,0
59,13.63,45,8.1,271,30.62,218,22.45,159,5.88,46,0
276,63.76,220,39.6,55,6.22,283,29.15,83,3.07,43,0
275,63.53,91,16.38,300,33.90,124,12.77,271,10.03,11,0
249,57.52,253,45.54,130,14.69,72,7.42,217,8.03,24,0
165,38.12,212,38.16,115,13.00,32,3.30,5,0.19,3,0
268,61.91,76,13.68,95,10.74,55,5.67,41,1.52,16,0
107,24.72,148,26.64,251,28.36,133,13.70,247,9.14,13,0
265,61.22,282,50.76,93,10.51,132,13.60,263,9.73,13,0
251,57.98,198,35.64,286,32.32,198,20.39,203,7.51,37,0
178,41.12,276,49.68,58,6.55,36,3.71,137,5.07,6,0
161,37.19,141,25.38,159,17.97,111,11.43,145,5.37,18,0
238,54.98,121,21.78,17,1.92,257,26.47,245,9.07,36,0
45,10.40,140,25.2,78,8.81,248,25.54,227,8.40,33,0
275,63.53,72,12.96,27,3.05,4,0.41,19,0.70,34,0
85,19.64,8,1.44,245,27.69,104,10.71,83,3.07,19,0
12,2.77,174,31.32,111,12.54,51,5.25,13,0.48,31,0
94,21.71,214,38.52,193,21.81,138,14.21,117,4.33,27,0
270,62.37,209,37.62,270,30.51,14,1.44,139,5.14,13,0
37,8.55,265,47.7,155,17.52,211,21.73,169,6.25,24,0
119,27.49,284,51.12,137,15.48,240,24.72,235,8.70,16,0
60,13.86,245,44.1,92,10.40,14,1.44,81,3.00,21,0
281,64.91,178,32.04,234,26.44,38,3.91,131,4.85,29,0
206,47.59,267,48.06,284,32.09,177,18.23,45,1.67,21,0
127,29.34,19,3.42,188,21.24,25,2.58,159,5.88,37,0
230,53.13,47,8.46,179,20.23,240,24.72,255,9.44,34,0
236,54.52,205,36.9,60,6.78,264,27.19,87,3.22,50,0
158,36.50,290,52.2,44,4.97,27,2.78,91,3.37,48,0
160,36.96,169,30.42,198,22.37,92,9.48,247,9.14,18,0
133,30.72,108,19.44,283,31.98,259,26.68,209,7.73,27,0
63,14.55,119,21.42,105,11.87,221,22.76,55,2.04,13,0
141,32.57,215,38.7,211,23.84,259,26.68,235,8.70,33,0
113,26.10,203,36.54,33,3.73,264,27.19,291,10.77,28,0
226,52.21,93,16.74,215,24.30,97,9.99,283,10.47,6,0
120,27.72,297,53.46,282,31.87,70,7.21,223,8.25,35,0
281,64.91,285,51.3,189,21.36,81,8.34,277,10.25,22,0
161,37.19,48,8.64,280,31.64,257,26.47,111,4.11,3,0
172,39.73,106,19.08,254,28.70,170,17.51,103,3.81,18,0
105,24.26,15,2.7,275,31.08,187,19.26,281,10.40,4,0
238,54.98,35,6.3,159,17.97,274,28.22,69,2.55,25,0
142,32.80,83,14.94,151,17.06,66,6.80,9,0.33,29,0
169,39.04,7,1.26,166,18.76,214,22.04,123,4.55,22,0
289,66.76,187,33.66,1,0.11,176,18.13,57,2.11,16,0
151,34.88,195,35.1,209,23.62,85,8.76,51,1.89,23,0
107,24.72,275,49.5,192,21.70,194,19.98,77,2.85,18,0
195,45.05,63,11.34,282,31.87,170,17.51,123,4.55,16,0
5,1.16,194,34.92,232,26.22,298,30.69,259,9.58,16,0
69,15.94,265,47.7,162,18.31,289,29.77,29,1.07,42,0
158,36.50,54,9.72,118,13.33,293,30.18,151,5.59,10,0
92,21.25,103,18.54,171,19.32,151,15.55,281,10.40,12,0
30,6.93,151,27.18,199,22.49,217,22.35,157,5.81,14,0
170,39.27,2,0.36,248,28.02,151,15.55,113,4.18,47,0
124,28.64,164,29.52,8,0.90,78,8.03,75,2.78,27,0
183,42.27,210,37.8,79,8.93,75,7.73,227,8.40,29,0
50,11.55,67,12.06,121,13.67,8,0.82,247,9.14,49,0
87,20.10,279,50.22,249,28.14,152,15.66,225,8.33,32,0
49,11.32,45,8.1,64,7.23,290,29.87,29,1.07,48,0
214,49.43,80,14.4,191,21.58,99,10.20,149,5.51,40,0
232,53.59,117,21.06,133,15.03,81,8.34,151,5.59,20,0
93,21.48,197,35.46,116,13.11,17,1.75,1,0.04,32,0
191,44.12,265,47.7,115,13.00,5,0.52,91,3.37,6,0
117,27.03,296,53.28,228,25.76,58,5.97,125,4.63,27,0
244,56.36,217,39.06,76,8.59,220,22.66,209,7.73,8,0
196,45.28,266,47.88,85,9.61,244,25.13,183,6.77,46,0
17,3.93,238,42.84,16,1.81,85,8.76,251,9.29,21,0
243,56.13,120,21.6,125,14.13,239,24.62,91,3.37,33,0
109,25.18,65,11.7,244,27.57,203,20.91,217,8.03,33,0
222,51.28,39,7.02,33,3.73,151,15.55,47,1.74,41,0
152,35.11,198,35.64,89,10.06,172,17.72,47,1.74,44,0
154,35.57,253,45.54,61,6.89,132,13.60,291,10.77,41,0
95,21.95,272,48.96,79,8.93,61,6.28,177,6.55,41,0
227,52.44,176,31.68,272,30.74,172,17.72,139,5.14,32,0
73,16.86,226,40.68,176,19.89,126,12.98,79,2.92,1,0
269,62.14,118,21.24,137,15.48,40,4.12,83,3.07,18,0
153,35.34,188,33.84,111,12.54,66,6.80,189,6.99,37,0
89,20.56,127,22.86,176,19.89,268,27.60,145,5.37,33,0
19,4.39,162,29.16,286,32.32,213,21.94,297,10.99,17,0
39,9.01,201,36.18,224,25.31,219,22.56,79,2.92,26,0
164,37.88,156,28.08,135,15.26,103,10.61,49,1.81,8,0
160,36.96,233,41.94,285,32.21,130,13.39,273,10.10,45,0
43,9.93,127,22.86,237,26.78,226,23.28,273,10.10,6,0
155,35.81,151,27.18,34,3.84,86,8.86,247,9.14,49,0
223,51.51,216,38.88,133,15.03,261,26.88,153,5.66,40,0
171,39.50,21,3.78,207,23.39,160,16.48,91,3.37,50,0
51,11.78,232,41.76,201,22.71,134,13.80,119,4.40,3,0
263,60.75,53,9.54,249,28.14,266,27.40,285,10.55,39,0
156,36.04,123,22.14,14,1.58,184,18.95,145,5.37,33,0
151,34.88,242,43.56,128,14.46,129,13.29,135,5.00,23,0
69,15.94,44,7.92,53,5.99,35,3.61,223,8.25,2,0
92,21.25,202,36.36,214,24.18,64,6.59,119,4.40,44,0
21,4.85,77,13.86,68,7.68,23,2.37,97,3.59,12,0
242,55.90,274,49.32,36,4.07,39,4.02,15,0.56,32,0
175,40.43,296,53.28,48,5.42,255,26.27,245,9.07,43,0
18,4.16,252,45.36,136,15.37,228,23.48,239,8.84,45,0
93,21.48,145,26.1,291,32.88,138,14.21,291,10.77,32,0
150,34.65,60,10.8,237,26.78,163,16.79,249,9.21,29,0
121,27.95,34,6.12,226,25.54,159,16.38,163,6.03,43,0
291,67.22,287,51.66,143,16.16,119,12.26,19,0.70,31,0
300,69.30,265,47.7,248,28.02,253,26.06,241,8.92,11,0
88,20.33,74,13.32,142,16.05,38,3.91,73,2.70,10,0
159,36.73,10,1.8,62,7.01,68,7.00,45,1.67,30,0
289,66.76,150,27,10,1.13,129,13.29,241,8.92,40,0
106,24.49,188,33.84,191,21.58,124,12.77,125,4.63,5,0
216,49.90,75,13.5,247,27.91,251,25.85,183,6.77,38,0
169,39.04,116,20.88,265,29.95,95,9.79,137,5.07,13,0
213,49.20,61,10.98,56,6.33,289,29.77,21,0.78,21,0
208,48.05,35,6.3,274,30.96,187,19.26,45,1.67,40,0
223,51.51,300,54,163,18.42,109,11.23,207,7.66,8,0
273,63.06,269,48.42,204,23.05,163,16.79,99,3.66,49,0
116,26.80,215,38.7,99,11.19,174,17.92,187,6.92,9,0
131,30.26,300,54,122,13.79,8,0.82,51,1.89,39,0
263,60.75,33,5.94,26,2.94,298,30.69,21,0.78,33,0
289,66.76,238,42.84,242,27.35,38,3.91,31,1.15,28,0
269,62.14,83,14.94,173,19.55,257,26.47,55,2.04,19,0
63,14.55,33,5.94,251,28.36,281,28.94,85,3.15,40,0
87,20.10,44,7.92,229,25.88,132,13.60,155,5.74,38,0
79,18.25,12,2.16,54,6.10,83,8.55,277,10.25,46,0
185,42.74,220,39.6,64,7.23,62,6.39,219,8.10,1,0
300,69.30,105,18.9,44,4.97,44,4.53,269,9.95,47,0
196,45.28,12,2.16,113,12.77,42,4.33,293,10.84,17,0
70,16.17,185,33.3,144,16.27,205,21.12,1,0.04,1,0
241,55.67,94,16.92,282,31.87,281,28.94,65,2.41,12,0
13,3.00,144,25.92,104,11.75,216,22.25,161,5.96,8,0
215,49.67,151,27.18,286,32.32,104,10.71,75,2.78,46,0
53,12.24,227,40.86,205,23.17,9,0.93,39,1.44,16,0
152,35.11,53,9.54,66,7.46,34,3.50,99,3.66,4,0
159,36.73,73,13.14,221,24.97,61,6.28,163,6.03,18,0
225,51.98,212,38.16,36,4.07,84,8.65,233,8.62,42,0
85,19.64,93,16.74,290,32.77,61,6.28,83,3.07,34,0
193,44.58,207,37.26,140,15.82,15,1.55,23,0.85,25,0
123,28.41,214,38.52,104,11.75,235,24.21,41,1.52,2,0
295,68.15,183,32.94,241,27.23,90,9.27,51,1.89,49,0
221,51.05,106,19.08,282,31.87,177,18.23,213,7.88,39,0
99,22.87,252,45.36,48,5.42,256,26.37,15,0.56,24,0
52,12.01,96,17.28,136,15.37,141,14.52,133,4.92,23,0
57,13.17,233,41.94,199,22.49,233,24.00,77,2.85,25,0
117,27.03,206,37.08,176,19.89,245,25.24,243,8.99,31,0
97,22.41,240,43.2,69,7.80,96,9.89,61,2.26,16,0
9,2.08,273,49.14,86,9.72,284,29.25,283,10.47,10,0
83,19.17,107,19.26,244,27.57,246,25.34,155,5.74,21,0
58,13.40,79,14.22,173,19.55,99,10.20,227,8.40,20,0
175,40.43,58,10.44,72,8.14,15,1.55,253,9.36,44,0
267,61.68,13,2.34,179,20.23,162,16.69,191,7.07,26,0
215,49.67,47,8.46,231,26.10,190,19.57,211,7.81,23,0
59,13.63,83,14.94,152,17.18,143,14.73,101,3.74,17,0
174,40.19,221,39.78,271,30.62,84,8.65,95,3.52,13,0
83,19.17,273,49.14,32,3.62,208,21.42,73,2.70,6,0
10,2.31,155,27.9,157,17.74,140,14.42,87,3.22,28,0
300,69.30,125,22.5,27,3.05,24,2.47,87,3.22,12,0
284,65.60,132,23.76,149,16.84,78,8.03,185,6.85,19,0
210,48.51,150,27,245,27.69,125,12.88,279,10.32,19,0
124,28.64,180,32.4,280,31.64,177,18.23,49,1.81,24,0
137,31.65,252,45.36,162,18.31,42,4.33,51,1.89,21,0
129,29.80,152,27.36,184,20.79,174,17.92,203,7.51,47,0
299,69.07,6,1.08,266,30.06,120,12.36,187,6.92,12,0
219,50.59,126,22.68,94,10.62,245,25.24,237,8.77,44,0
243,56.13,124,22.32,71,8.02,259,26.68,25,0.93,45,0
3,0.69,82,14.76,132,14.92,245,25.24,171,6.33,25,0
271,62.60,65,11.7,272,30.74,292,30.08,35,1.30,15,0
264,60.98,180,32.4,72,8.14,60,6.18,97,3.59,50,0
212,48.97,61,10.98,76,8.59,69,7.11,153,5.66,1,0
30,6.93,128,23.04,144,16.27,118,12.15,141,5.22,5,0
115,26.57,279,50.22,174,19.66,151,15.55,53,1.96,5,0
115,26.57,106,19.08,31,3.50,173,17.82,39,1.44,35,0
49,11.32,126,22.68,137,15.48,48,4.94,77,2.85,46,0
158,36.50,199,35.82,68,7.68,97,9.99,71,2.63,29,0
92,21.25,30,5.4,44,4.97,218,22.45,157,5.81,30,0
189,43.66,221,39.78,256,28.93,147,15.14,5,0.19,39,0
69,15.94,277,49.86,219,24.75,200,20.60,163,6.03,31,0
262,60.52,213,38.34,232,26.22,220,22.66,279,10.32,37,0
198,45.74,162,29.16,144,16.27,52,5.36,165,6.11,2,0
8,1.85,136,24.48,216,24.41,271,27.91,85,3.15,2,0
273,63.06,226,40.68,103,11.64,171,17.61,159,5.88,15,0
83,19.17,97,17.46,245,27.69,223,22.97,205,7.59,38,0
250,57.75,270,48.6,110,12.43,33,3.40,243,8.99,18,0
154,35.57,271,48.78,137,15.48,239,24.62,157,5.81,2,0
1,0.23,132,23.76,165,18.65,285,29.36,251,9.29,7,0
166,38.35,153,27.54,225,25.43,99,10.20,67,2.48,13,0
147,33.96,216,38.88,96,10.85,96,9.89,189,6.99,11,0
191,44.12,58,10.44,232,26.22,100,10.30,143,5.29,9,0
185,42.74,177,31.86,108,12.20,10,1.03,43,1.59,36,0
248,57.29,204,36.72,252,28.48,65,6.70,141,5.22,10,0
19,4.39,256,46.08,106,11.98,220,22.66,159,5.88,21,0
100,23.10,30,5.4,45,5.09,280,28.84,25,0.93,19,0
137,31.65,208,37.44,247,27.91,36,3.71,191,7.07,18,0
120,27.72,259,46.62,166,18.76,232,23.90,123,4.55,37,0
110,25.41,92,16.56,39,4.41,6,0.62,267,9.88,35,0
73,16.86,214,38.52,83,9.38,272,28.02,293,10.84,9,0
149,34.42,94,16.92,66,7.46,2,0.21,243,8.99,16,0
218,50.36,145,26.1,54,6.10,22,2.27,43,1.59,7,0
165,38.12,112,20.16,90,10.17,95,9.79,11,0.41,14,0
288,66.53,209,37.62,184,20.79,226,23.28,85,3.15,14,0
73,16.86,129,23.22,115,13.00,166,17.10,43,1.59,12,0
234,54.05,93,16.74,239,27.01,16,1.65,247,9.14,43,0
116,26.80,239,43.02,87,9.83,210,21.63,189,6.99,6,0
75,17.33,170,30.6,122,13.79,112,11.54,173,6.40,4,0
184,42.50,112,20.16,209,23.62,66,6.80,95,3.52,36,0
287,66.30,132,23.76,155,17.52,209,21.53,151,5.59,12,0
1,0.23,298,53.64,100,11.30,82,8.45,217,8.03,35,0
190,43.89,116,20.88,197,22.26,225,23.18,77,2.85,1,0
120,27.72,187,33.66,129,14.58,274,28.22,255,9.44,27,0
285,65.84,46,8.28,204,23.05,220,22.66,229,8.47,1,0
49,11.32,173,31.14,112,12.66,199,20.50,195,7.22,6,0
41,9.47,212,38.16,30,3.39,170,17.51,95,3.52,6,0
120,27.72,214,38.52,229,25.88,282,29.05,157,5.81,49,0
209,48.28,123,22.14,92,10.40,53,5.46,279,10.32,43,0
200,46.20,257,46.26,119,13.45,36,3.71,181,6.70,7,0
67,15.48,55,9.9,97,10.96,98,10.09,265,9.81,45,0
161,37.19,221,39.78,68,7.68,224,23.07,157,5.81,1,0
180,41.58,188,33.84,227,25.65,111,11.43,113,4.18,36,0
239,55.21,198,35.64,210,23.73,228,23.48,49,1.81,13,0
28,6.47,212,38.16,113,12.77,103,10.61,75,2.78,29,0
221,51.05,30,5.4,93,10.51,253,26.06,289,10.69,33,0
197,45.51,42,7.56,276,31.19,273,28.12,111,4.11,32,0
131,30.26,154,27.72,10,1.13,58,5.97,225,8.33,19,0
194,44.81,65,11.7,75,8.48,235,24.21,123,4.55,22,0
277,63.99,237,42.66,210,23.73,151,15.55,133,4.92,41,0
40,9.24,121,21.78,216,24.41,272,28.02,1,0.04,13,0
44,10.16,63,11.34,225,25.43,100,10.30,265,9.81,34,0
88,20.33,176,31.68,185,20.91,199,20.50,97,3.59,23,0
36,8.32,287,51.66,267,30.17,280,28.84,65,2.41,7,0
176,40.66,158,28.44,291,32.88,176,18.13,285,10.55,21,0
188,43.43,244,43.92,231,26.10,116,11.95,39,1.44,37,0
228,52.67,60,10.8,287,32.43,66,6.80,39,1.44,46,0
210,48.51,121,21.78,299,33.79,300,30.90,265,9.81,50,0
257,59.37,77,13.86,242,27.35,50,5.15,149,5.51,16,0
246,56.83,114,20.52,243,27.46,214,22.04,197,7.29,15,0
239,55.21,216,38.88,51,5.76,211,21.73,187,6.92,12,0
213,49.20,156,28.08,50,5.65,38,3.91,245,9.07,31,0
219,50.59,264,47.52,11,1.24,72,7.42,55,2.04,6,0
120,27.72,38,6.84,56,6.33,252,25.96,269,9.95,1,0
101,23.33,227,40.86,57,6.44,266,27.40,33,1.22,22,0
152,35.11,96,17.28,101,11.41,180,18.54,23,0.85,21,0
135,31.19,239,43.02,215,24.30,208,21.42,63,2.33,46,0
188,43.43,69,12.42,160,18.08,277,28.53,19,0.70,14,0
102,23.56,209,37.62,299,33.79,31,3.19,181,6.70,36,0
72,16.63,115,20.7,20,2.26,121,12.46,105,3.89,39,0
82,18.94,217,39.06,81,9.15,82,8.45,67,2.48,24,0
62,14.32,67,12.06,276,31.19,245,25.24,9,0.33,47,0
3,0.69,18,3.24,180,20.34,199,20.50,27,1.00,3,0
72,16.63,25,4.5,225,25.43,186,19.16,13,0.48,6,0
143,33.03,170,30.6,31,3.50,154,15.86,215,7.96,39,0
129,29.80,224,40.32,73,8.25,96,9.89,247,9.14,23,0
139,32.11,38,6.84,83,9.38,216,22.25,11,0.41,29,0
24,5.54,242,43.56,248,28.02,198,20.39,299,11.06,5,0
34,7.85,10,1.8,193,21.81,197,20.29,243,8.99,26,0
253,58.44,147,26.46,31,3.50,55,5.67,293,10.84,34,0
93,21.48,120,21.6,95,10.74,217,22.35,9,0.33,4,0
243,56.13,255,45.9,162,18.31,223,22.97,29,1.07,9,0
237,54.75,284,51.12,19,2.15,183,18.85,107,3.96,19,0
179,41.35,70,12.6,66,7.46,110,11.33,5,0.19,24,0
229,52.90,223,40.14,37,4.18,139,14.32,231,8.55,33,0
295,68.15,92,16.56,110,12.43,206,21.22,209,7.73,41,0
138,31.88,7,1.26,243,27.46,209,21.53,201,7.44,11,0
280,64.68,109,19.62,12,1.36,76,7.83,229,8.47,40,0
29,6.70,202,36.36,52,5.88,171,17.61,267,9.88,22,0
17,3.93,149,26.82,154,17.40,135,13.91,263,9.73,36,0
12,2.77,197,35.46,55,6.22,53,5.46,93,3.44,43,0
158,36.50,171,30.78,80,9.04,232,23.90,103,3.81,9,0
62,14.32,92,16.56,260,29.38,49,5.05,173,6.40,1,0
76,17.56,135,24.3,221,24.97,262,26.99,181,6.70,26,0
33,7.62,246,44.28,247,27.91,26,2.68,161,5.96,45,0
278,64.22,45,8.1,32,3.62,274,28.22,173,6.40,38,0
25,5.78,281,50.58,213,24.07,279,28.74,209,7.73,34,0
56,12.94,172,30.96,112,12.66,222,22.87,51,1.89,12,0
214,49.43,233,41.94,15,1.70,277,28.53,211,7.81,33,0
291,67.22,50,9,79,8.93,197,20.29,5,0.19,15,0
236,54.52,42,7.56,173,19.55,140,14.42,209,7.73,32,0
114,26.33,247,44.46,174,19.66,174,17.92,203,7.51,29,0
122,28.18,206,37.08,62,7.01,37,3.81,59,2.18,48,0
283,65.37,170,30.6,54,6.10,75,7.73,259,9.58,37,0
76,17.56,128,23.04,53,5.99,91,9.37,289,10.69,45,0
125,28.88,202,36.36,239,27.01,201,20.70,3,0.11,35,0
109,25.18,182,32.76,92,10.40,8,0.82,273,10.10,42,0
11,2.54,168,30.24,174,19.66,153,15.76,289,10.69,28,0
300,69.30,102,18.36,214,24.18,70,7.21,225,8.33,1,0
124,28.64,184,33.12,239,27.01,81,8.34,121,4.48,4,0
71,16.40,177,31.86,27,3.05,94,9.68,33,1.22,13,0
12,2.77,223,40.14,22,2.49,42,4.33,125,4.63,15,0
88,20.33,233,41.94,49,5.54,23,2.37,283,10.47,43,0
207,47.82,97,17.46,18,2.03,139,14.32,199,7.36,4,0
294,67.91,228,41.04,192,21.70,137,14.11,71,2.63,1,0
53,12.24,292,52.56,153,17.29,22,2.27,139,5.14,44,0
253,58.44,290,52.2,44,4.97,287,29.56,73,2.70,10,0
165,38.12,91,16.38,268,30.28,261,26.88,29,1.07,44,0
165,38.12,90,16.2,129,14.58,220,22.66,139,5.14,16,0
227,52.44,139,25.02,238,26.89,147,15.14,35,1.30,26,0
136,31.42,96,17.28,177,20.00,150,15.45,113,4.18,6,0
189,43.66,147,26.46,89,10.06,67,6.90,171,6.33,2,0
191,44.12,94,16.92,87,9.83,251,25.85,129,4.77,35,0
166,38.35,105,18.9,23,2.60,136,14.01,119,4.40,50,0
117,27.03,222,39.96,268,30.28,48,4.94,243,8.99,41,0
235,54.29,114,20.52,220,24.86,268,27.60,75,2.78,43,0
75,17.33,95,17.1,165,18.65,269,27.71,253,9.36,43,0
292,67.45,274,49.32,177,20.00,36,3.71,25,0.93,7,0
109,25.18,195,35.1,40,4.52,297,30.59,199,7.36,31,0
28,6.47,62,11.16,210,23.73,155,15.97,111,4.11,13,0
264,60.98,288,51.84,288,32.54,3,0.31,237,8.77,13,0
150,34.65,179,32.22,275,31.08,15,1.55,205,7.59,43,0
37,8.55,29,5.22,100,11.30,238,24.51,251,9.29,22,0
170,39.27,17,3.06,177,20.00,107,11.02,253,9.36,34,0
154,35.57,88,15.84,138,15.59,290,29.87,247,9.14,30,0
145,33.50,66,11.88,38,4.29,138,14.21,173,6.40,15,0
226,52.21,269,48.42,128,14.46,147,15.14,191,7.07,18,0
3,0.69,11,1.98,81,9.15,104,10.71,149,5.51,17,0
160,36.96,117,21.06,75,8.48,293,30.18,267,9.88,1,0
17,3.93,36,6.48,29,3.28,47,4.84,191,7.07,39,0
158,36.50,175,31.5,226,25.54,15,1.55,73,2.70,6,0
231,53.36,134,24.12,238,26.89,155,15.97,199,7.36,24,0
235,54.29,234,42.12,214,24.18,177,18.23,25,0.93,11,0
233,53.82,148,26.64,67,7.57,162,16.69,255,9.44,28,0
40,9.24,109,19.62,153,17.29,270,27.81,105,3.89,4,0
110,25.41,87,15.66,277,31.30,81,8.34,13,0.48,19,0
237,54.75,130,23.4,288,32.54,282,29.05,33,1.22,48,0
226,52.21,253,45.54,297,33.56,76,7.83,99,3.66,38,0
214,49.43,289,52.02,127,14.35,66,6.80,131,4.85,41,0
147,33.96,198,35.64,101,11.41,262,26.99,289,10.69,21,0
13,3.00,130,23.4,242,27.35,199,20.50,1,0.04,42,0
288,66.53,78,14.04,299,33.79,290,29.87,225,8.33,22,0
248,57.29,133,23.94,122,13.79,237,24.41,171,6.33,46,0
154,35.57,76,13.68,21,2.37,215,22.15,261,9.66,41,0
261,60.29,199,35.82,257,29.04,152,15.66,147,5.44,9,0
42,9.70,96,17.28,203,22.94,123,12.67,31,1.15,46,0
3,0.69,158,28.44,198,22.37,119,12.26,255,9.44,25,0
131,30.26,223,40.14,67,7.57,30,3.09,21,0.78,44,0
46,10.63,299,53.82,96,10.85,244,25.13,207,7.66,39,0
238,54.98,119,21.42,118,13.33,257,26.47,267,9.88,40,0
286,66.07,16,2.88,248,28.02,271,27.91,265,9.81,29,0
45,10.40,250,45,285,32.21,221,22.76,47,1.74,40,0
161,37.19,135,24.3,250,28.25,119,12.26,185,6.85,7,0
220,50.82,184,33.12,132,14.92,91,9.37,279,10.32,40,0
241,55.67,135,24.3,154,17.40,59,6.08,125,4.63,34,0
287,66.30,146,26.28,145,16.39,228,23.48,215,7.96,43,0
88,20.33,230,41.4,99,11.19,135,13.91,299,11.06,45,0
88,20.33,298,53.64,118,13.33,276,28.43,159,5.88,20,0
68,15.71,277,49.86,93,10.51,54,5.56,191,7.07,18,0
201,46.43,113,20.34,111,12.54,215,22.15,245,9.07,20,0
85,19.64,223,40.14,148,16.72,46,4.74,177,6.55,11,0
104,24.02,13,2.34,86,9.72,221,22.76,53,1.96,37,0
28,6.47,67,12.06,2,0.23,252,25.96,11,0.41,45,0
269,62.14,141,25.38,12,1.36,289,29.77,75,2.78,38,0
241,55.67,90,16.2,239,27.01,181,18.64,289,10.69,9,0
107,24.72,232,41.76,114,12.88,51,5.25,177,6.55,1,0
214,49.43,143,25.74,110,12.43,83,8.55,19,0.70,18,0
221,51.05,173,31.14,178,20.11,254,26.16,171,6.33,28,0
3,0.69,9,1.62,178,20.11,204,21.01,61,2.26,6,0
4,0.92,2,0.36,188,21.24,210,21.63,3,0.11,50,0
150,34.65,139,25.02,38,4.29,53,5.46,251,9.29,15,0
279,64.45,267,48.06,284,32.09,112,11.54,3,0.11,37,0
9,2.08,159,28.62,277,31.30,280,28.84,195,7.22,14,0
105,24.26,296,53.28,147,16.61,281,28.94,123,4.55,20,0
252,58.21,68,12.24,129,14.58,259,26.68,105,3.89,21,0
71,16.40,210,37.8,169,19.10,93,9.58,147,5.44,9,0
127,29.34,60,10.8,272,30.74,204,21.01,291,10.77,9,0
296,68.38,139,25.02,159,17.97,103,10.61,167,6.18,44,0
216,49.90,194,34.92,295,33.34,178,18.33,211,7.81,27,0
2,0.46,17,3.06,186,21.02,60,6.18,127,4.70,5,0
266,61.45,203,36.54,228,25.76,190,19.57,149,5.51,8,0
